user_id,email,full_name,signup_date,gender,country,age,education_level,employment_status,interests,marketing_source,is_premium,created_at,updated_at
226,davismadison@example.com,Jennifer Williams,2022-06-28 20:45:31,Male,Albania,60,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-28 20:45:31,2022-12-06 15:40:32
227,shannongordon@example.com,Joshua Moran,2022-06-25 23:14:43,Male,Moldova,33,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-25 23:14:43,2023-07-22 19:40:15
228,erinsosa@example.com,Lisa Rogers,2022-06-07 08:40:35,Other,Dominica,64,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-07 08:40:35,2022-11-02 02:31:47
229,gabrielle30@example.org,Mary Moore,2022-06-05 12:18:55,Other,Angola,36,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-05 12:18:55,2023-11-15 22:35:12
230,beasleywendy@example.org,Katherine Flores,2022-05-29 13:41:57,Other,Iceland,35,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-29 13:41:57,2022-09-02 13:03:58
231,amylam@example.org,Steven Day,2022-05-26 04:06:11,Other,Tokelau,20,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-26 04:06:11,2022-07-14 16:52:16
232,awilson@example.org,Carlos Mckay,2022-05-10 18:39:41,Other,Gabon,53,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-10 18:39:41,2022-12-03 09:10:10
233,rjackson@example.org,Erica Costa,2022-05-07 12:35:56,Female,Uzbekistan,56,PhD,Retired,"['Arts', 'Health', 'Data Science']",email_campaign,False,2022-05-07 12:35:56,2022-12-27 07:02:47
234,kwilcox@example.org,Sarah Pierce,2022-05-25 01:42:36,Female,Guernsey,20,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-25 01:42:36,2023-03-24 01:08:21
235,valentinemelissa@example.org,Thomas Cherry,2022-05-26 13:49:01,Male,Japan,40,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-26 13:49:01,2022-08-21 17:06:42
236,stacy46@example.net,Tyler Guerrero,2022-06-18 05:55:19,Male,Montenegro,35,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-06-18 05:55:19,2023-08-18 01:33:53
237,kelly86@example.net,Joshua Braun,2022-05-28 02:30:18,Other,Afghanistan,41,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-28 02:30:18,2023-08-09 21:06:43
238,stephenwilliams@example.net,John Myers,2022-06-29 17:32:44,Female,Antarctica (the territory South of 60 deg S),49,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-29 17:32:44,2023-12-18 17:14:52
239,gturner@example.net,Carl Oconnor,2022-05-24 15:14:07,Male,Brunei Darussalam,34,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-24 15:14:07,2022-10-22 02:55:15
240,fschaefer@example.org,Jason Galvan,2022-05-22 08:31:39,Male,Sierra Leone,19,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-22 08:31:39,2022-07-10 04:04:18
241,amanda76@example.net,Charles Andersen,2022-05-22 15:23:56,Female,Colombia,33,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-22 15:23:56,2022-11-14 09:25:26
242,elizabethalexander@example.net,Leah Garcia,2022-05-07 00:46:59,Male,Hungary,26,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-07 00:46:59,2024-01-10 17:08:20
243,cindymartinez@example.com,Scott Leonard,2022-06-11 05:12:01,Other,Croatia,33,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-11 05:12:01,2022-10-24 15:58:55
244,arthur48@example.org,Lori Palmer,2022-05-25 04:17:57,Male,Hungary,22,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-25 04:17:57,2023-10-05 10:54:55
245,brandi42@example.org,Austin Dunn,2022-05-13 13:25:14,Female,Malawi,41,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-13 13:25:14,2022-12-04 06:16:14
246,dmiller@example.org,Beverly Dickson,2022-05-27 09:35:48,Other,Aruba,21,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-27 09:35:48,2023-01-03 18:54:24
247,lelliott@example.com,Gabriel Johnson,2022-06-27 09:23:24,Female,Ghana,33,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-27 09:23:24,2022-09-22 17:11:58
248,sandrawhite@example.net,Brian Adams,2022-05-25 13:34:39,Female,Togo,49,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-25 13:34:39,2023-01-24 23:15:22
249,stephanie98@example.net,Christopher Sullivan,2022-05-21 06:58:57,Female,Czech Republic,49,Other,Retired,"['Arts', 'Health', 'Data Science']",email_campaign,True,2022-05-21 06:58:57,2022-10-19 19:35:18
250,huntervanessa@example.net,Bridget Barker,2022-05-15 10:03:55,Other,Saint Martin,23,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-15 10:03:55,2024-01-20 03:40:29
251,mgraham@example.com,Nicholas Fox,2022-05-03 23:04:16,Other,Isle of Man,56,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-03 23:04:16,2022-11-24 15:15:23
252,christopherconley@example.net,Christopher Lee,2022-05-29 14:24:27,Male,Brunei Darussalam,53,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-29 14:24:27,2023-03-22 23:57:49
253,kvance@example.org,Rachel Miller,2022-05-09 19:13:29,Male,United States Virgin Islands,56,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-09 19:13:29,2022-10-01 01:29:17
254,ghernandez@example.org,Miss Jennifer Hill,2022-05-06 19:53:59,Male,Panama,60,Master,Retired,"['Business', 'Health', 'Data Science']",organic,False,2022-05-06 19:53:59,2022-12-25 13:48:57
255,ashleyglenn@example.org,Taylor Finley,2022-05-05 17:45:44,Male,Ireland,31,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-05 17:45:44,2022-08-31 15:03:04
256,david46@example.com,Calvin Jones,2022-05-17 01:15:46,Male,Senegal,52,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-17 01:15:46,2022-10-28 15:51:40
257,jamesholder@example.net,Julia Ellis,2022-05-12 01:12:52,Male,Egypt,47,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-12 01:12:52,2023-04-01 18:12:04
258,jjones@example.net,Christian Mcknight,2022-05-27 18:07:43,Other,Palestinian Territory,22,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-27 18:07:43,2023-12-02 15:19:40
259,goodmanstuart@example.net,Ashley Pineda,2022-05-31 14:26:01,Male,Korea,53,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-31 14:26:01,2023-03-26 06:51:58
260,owoods@example.org,Margaret Garrett,2022-06-10 05:32:09,Male,Malaysia,53,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-10 05:32:09,2022-12-22 09:10:06
261,nicholespencer@example.net,Daniel Jacobs,2022-05-21 07:06:38,Male,Macao,28,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-21 07:06:38,2023-06-20 02:52:58
262,rhonda90@example.org,Rebekah Krueger,2022-06-01 10:31:06,Female,Switzerland,64,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-01 10:31:06,2023-10-17 14:20:01
263,reyesfrank@example.com,Shannon Hansen,2022-05-18 11:13:20,Male,Mauritania,44,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-18 11:13:20,2022-07-15 03:54:26
264,fbates@example.net,Evan Velasquez,2022-05-13 22:06:58,Other,Guinea-Bissau,37,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-13 22:06:58,2022-10-10 18:48:37
265,browndonna@example.com,Erika Nguyen,2022-05-29 05:36:26,Other,Hungary,55,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-29 05:36:26,2022-07-06 00:48:12
266,currydenise@example.org,Debra Chavez,2022-06-01 07:46:49,Other,Martinique,30,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-01 07:46:49,2022-07-26 02:07:13
267,heather38@example.org,Mark Arroyo,2022-05-17 02:45:55,Male,Myanmar,63,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-17 02:45:55,2022-12-07 20:34:03
268,jparker@example.net,Debra Acosta,2022-05-13 08:37:08,Other,Luxembourg,56,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-13 08:37:08,2022-07-01 20:55:05
269,dfarrell@example.net,Janice Sims,2022-05-18 11:54:21,Other,Trinidad and Tobago,37,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-18 11:54:21,2022-10-06 05:32:41
270,moranmark@example.org,Mr. Anthony Valentine DDS,2022-05-23 11:37:23,Female,Montserrat,49,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-23 11:37:23,2022-10-13 22:10:26
271,rogerslucas@example.org,Kari Williams,2022-06-10 08:44:41,Female,Lithuania,53,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-10 08:44:41,2022-12-26 18:18:19
272,april94@example.org,Autumn Henderson,2022-05-15 10:05:51,Male,Guinea-Bissau,34,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-15 10:05:51,2023-07-04 21:52:13
273,vrussell@example.org,Jonathan Phillips,2022-05-21 01:41:45,Male,Burkina Faso,38,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-21 01:41:45,2023-08-28 16:34:21
274,jacquelinefisher@example.net,Courtney Sharp,2022-06-08 20:12:31,Other,Niger,27,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-08 20:12:31,2023-07-28 02:52:31
275,joel15@example.org,Laurie Clark,2022-05-11 19:57:41,Female,Cocos (Keeling) Islands,64,PhD,Employed,"['Arts', 'Health', 'Data Science']",social_media,False,2022-05-11 19:57:41,2023-05-07 14:51:35
276,kelliott@example.org,Wendy Munoz,2022-05-15 11:14:24,Other,Russian Federation,37,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-15 11:14:24,2023-10-19 05:03:01
277,xortiz@example.org,Joshua Stevens,2022-06-04 11:08:56,Other,Jordan,30,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-04 11:08:56,2022-09-01 22:38:16
278,wilsonerin@example.org,Christopher Gordon,2022-05-23 17:15:33,Other,Czech Republic,50,PhD,Student,"['Business', 'Health', 'Data Science']",email_campaign,False,2022-05-23 17:15:33,2023-08-16 15:25:38
279,kristenwebb@example.com,Trevor Ramirez,2022-06-26 10:51:39,Male,Benin,61,Bachelor,Retired,"['Arts', 'Business', 'Health']",partner,True,2022-06-26 10:51:39,2022-08-19 02:54:41
280,christinamatthews@example.com,Vincent Martinez,2022-05-14 18:56:14,Male,Netherlands,18,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-14 18:56:14,2022-07-26 07:11:50
281,tperry@example.com,Daniel Black,2022-05-18 18:43:51,Other,Bahamas,29,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-18 18:43:51,2023-04-13 04:42:41
282,jacksonjoseph@example.com,Karen Gray,2022-05-19 05:16:58,Female,Mongolia,64,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-19 05:16:58,2022-12-02 13:58:31
283,williamhancock@example.net,John Blackburn,2022-06-19 04:48:15,Male,Rwanda,28,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-19 04:48:15,2023-12-19 09:22:28
284,heathertownsend@example.net,Christina Fuller,2022-06-12 01:00:43,Female,Ecuador,51,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-12 01:00:43,2023-09-03 11:08:26
285,alicia11@example.com,Jeremy Johnson DDS,2022-05-29 07:48:31,Female,Mexico,50,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-29 07:48:31,2022-05-29 22:14:51
286,vazquezsonya@example.org,Steven Hall,2022-05-11 22:12:59,Male,Mexico,44,Master,Employed,"['Arts', 'Health', 'Data Science']",partner,False,2022-05-11 22:12:59,2022-08-30 14:00:02
287,teresa49@example.org,Melissa Ortiz,2022-05-13 11:01:06,Male,Ukraine,30,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-13 11:01:06,2023-08-14 17:24:54
288,nshort@example.com,Tracy Wilson,2022-05-30 23:47:11,Male,Bermuda,48,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-30 23:47:11,2023-09-18 20:54:06
289,joneswilliam@example.org,Ronald Owens,2022-05-15 20:00:39,Female,Moldova,54,Master,Student,"['Arts', 'Business', 'Health']",social_media,False,2022-05-15 20:00:39,2022-11-20 10:38:45
290,christopherhaney@example.net,Jennifer Schwartz,2022-05-10 08:35:22,Female,Singapore,50,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-10 08:35:22,2023-05-25 23:22:19
291,rodriguezalex@example.net,Maria Lindsey,2022-05-10 11:13:27,Female,Greenland,42,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-10 11:13:27,2022-05-15 17:28:21
292,lnicholson@example.net,Elizabeth Hawkins,2022-05-28 04:14:27,Male,Portugal,44,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-28 04:14:27,2023-05-03 12:25:56
293,bmorales@example.com,Jody Larson,2022-06-04 02:17:02,Other,Canada,48,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-04 02:17:02,2024-01-04 07:26:26
294,kenneth77@example.org,Craig Mitchell,2022-05-08 22:09:37,Other,Tonga,52,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-08 22:09:37,2022-05-25 10:51:59
295,torresheidi@example.net,Misty Mendez,2022-06-16 07:01:27,Female,Montenegro,54,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-16 07:01:27,2024-01-30 04:05:34
296,codyrodriguez@example.org,Austin Sanchez,2022-06-05 11:36:53,Other,Bouvet Island (Bouvetoya),40,High School,Unemployed,"['Arts', 'Business', 'Data Science']",email_campaign,False,2022-06-05 11:36:53,2023-11-24 00:31:22
297,kristy43@example.net,Karen Hawkins,2022-06-04 23:56:08,Other,Croatia,51,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-04 23:56:08,2022-12-20 21:21:35
298,holly41@example.org,Corey Allen,2022-05-19 15:02:51,Female,Australia,48,High School,Retired,"['Business', 'Health', 'Data Science']",organic,False,2022-05-19 15:02:51,2023-01-23 02:17:07
299,emily63@example.org,Kathy Osborne,2022-05-10 06:12:48,Male,Netherlands Antilles,45,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-10 06:12:48,2023-03-13 10:10:13
300,katherinemyers@example.com,Vickie Miller,2022-05-12 09:12:03,Other,Montserrat,50,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-12 09:12:03,2023-05-12 09:36:20
301,joseph24@example.com,Kimberly Lynn,2022-05-16 20:15:17,Male,Namibia,28,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-16 20:15:17,2023-09-08 01:57:20
302,devinjohnson@example.net,Steven Mack,2022-06-23 06:16:17,Male,Poland,39,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-23 06:16:17,2022-07-01 01:54:17
303,thomasdaniel@example.com,Kurt Perkins,2022-05-31 02:11:09,Female,Malawi,22,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-31 02:11:09,2022-11-27 05:44:20
304,brianwheeler@example.org,Karen Jackson,2022-05-15 12:12:22,Female,Reunion,44,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-15 12:12:22,2023-10-21 07:03:55
305,cathy35@example.com,Jaclyn Cowan,2022-06-10 15:39:45,Other,Bosnia and Herzegovina,44,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-10 15:39:45,2023-04-27 10:57:50
306,salazarvanessa@example.com,Alexander Sanders,2022-05-03 04:04:28,Female,Solomon Islands,45,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-03 04:04:28,2023-01-31 01:02:47
307,miayoung@example.net,Kim Gutierrez,2022-05-15 15:59:25,Female,Sri Lanka,33,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-15 15:59:25,2023-08-12 05:04:35
308,melendezbrian@example.com,James Jones,2022-06-05 16:56:25,Male,Dominica,59,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-05 16:56:25,2023-10-21 07:08:05
309,johnwoodward@example.net,Carrie Logan,2022-05-29 11:07:10,Male,Chile,55,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-29 11:07:10,2022-10-21 11:01:54
310,amandarodriguez@example.com,Austin Turner,2022-06-07 06:50:27,Male,Liberia,33,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-07 06:50:27,2023-11-21 06:20:07
311,joshuawade@example.net,Caleb Valenzuela,2022-05-25 09:40:12,Female,Bermuda,28,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-25 09:40:12,2022-10-15 21:37:40
312,kathrynmatthews@example.org,Brandon Barnett,2022-05-28 19:11:34,Female,Iceland,61,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-28 19:11:34,2022-09-29 21:54:56
313,thomas29@example.net,Miguel Osborn,2022-05-27 01:43:52,Male,Suriname,39,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-27 01:43:52,2023-01-07 17:46:29
314,ythompson@example.net,Robin Huang,2022-05-26 11:42:37,Other,Belize,62,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-26 11:42:37,2023-10-16 15:20:07
315,ericapreston@example.com,Carrie Kennedy,2022-06-02 23:33:53,Other,Egypt,43,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-02 23:33:53,2022-12-07 03:02:40
316,carolcrawford@example.com,Samuel Cruz,2022-06-17 08:26:14,Male,Iran,57,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-06-17 08:26:14,2022-08-28 21:59:00
317,hernandezashley@example.net,Maria Ortega,2022-05-25 22:57:59,Female,Albania,42,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-25 22:57:59,2022-10-21 23:58:26
318,christopher27@example.net,Joseph Santos,2022-05-14 16:29:30,Male,Philippines,50,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-14 16:29:30,2023-03-28 08:50:05
319,shanestevens@example.net,Brittney White,2022-05-09 23:11:08,Female,Saint Martin,28,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-09 23:11:08,2023-03-31 06:37:35
320,palvarez@example.net,Catherine Wright,2022-05-14 06:56:32,Female,Cape Verde,63,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-14 06:56:32,2023-10-21 18:57:56
321,justinmorales@example.net,Melissa Hall,2022-06-09 01:15:31,Male,Algeria,42,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-06-09 01:15:31,2022-12-02 20:58:36
322,joseph64@example.net,Sarah Powers,2022-07-04 03:53:41,Female,Cameroon,61,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-07-04 03:53:41,2023-11-04 04:41:36
323,erik58@example.org,Penny Craig,2022-06-29 03:04:27,Other,Rwanda,47,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-29 03:04:27,2023-09-22 13:21:41
324,karenpatterson@example.org,Kenneth Cox,2022-06-08 02:34:45,Other,Mali,47,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-08 02:34:45,2022-11-21 12:55:21
325,ifranklin@example.org,Allen Nichols,2022-05-30 09:07:32,Male,Cameroon,51,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-30 09:07:32,2023-11-12 01:15:40
326,vwilliams@example.com,Janet Lewis,2022-05-06 09:46:33,Female,Croatia,26,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-06 09:46:33,2022-08-13 23:20:55
327,aaron20@example.net,Julia Sanchez,2022-05-07 05:32:21,Female,Niger,22,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-07 05:32:21,2023-10-07 00:06:39
328,bentongary@example.net,Albert Sims,2022-05-21 21:51:17,Female,Italy,62,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-21 21:51:17,2023-05-26 13:02:12
329,lpatel@example.org,Eduardo Jones,2022-05-18 22:26:14,Male,Hungary,28,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-18 22:26:14,2023-12-31 12:29:28
330,wintersalexandra@example.com,Wendy Wheeler,2022-05-20 16:46:02,Female,Kazakhstan,51,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-20 16:46:02,2023-07-16 11:18:24
331,michaeljennings@example.org,Desiree Hayes,2022-05-14 06:46:47,Other,Gibraltar,36,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-14 06:46:47,2023-04-16 20:51:28
332,kevinfisher@example.net,Philip Wright,2022-05-16 10:58:37,Male,United Kingdom,29,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-16 10:58:37,2024-02-04 06:34:57
333,smithmark@example.com,Priscilla Gonzalez,2022-05-09 11:57:28,Female,Antarctica (the territory South of 60 deg S),24,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-09 11:57:28,2022-06-26 08:51:07
334,virginia24@example.net,Kevin Rogers,2022-06-08 13:03:17,Other,Tajikistan,18,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-08 13:03:17,2022-09-06 20:45:20
335,linda04@example.org,Luke Hall,2022-05-31 15:22:32,Male,Eritrea,24,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-31 15:22:32,2022-09-01 04:30:06
336,oliviagray@example.net,Ryan Gomez,2022-05-27 08:57:42,Female,Gabon,55,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-27 08:57:42,2023-11-30 12:31:57
337,cfuller@example.com,Tamara Stevens,2022-05-03 12:16:28,Male,Botswana,24,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-03 12:16:28,2023-03-26 23:49:38
338,cynthialopez@example.com,Brandon Turner,2022-06-11 11:58:06,Other,Cocos (Keeling) Islands,19,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-11 11:58:06,2023-07-30 22:25:05
339,jenkinsmary@example.org,Colleen Diaz,2022-05-24 02:14:41,Other,Solomon Islands,40,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-24 02:14:41,2023-10-23 01:19:38
340,usmith@example.org,Ashley Winters PhD,2022-05-30 04:30:17,Other,Turkey,46,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-30 04:30:17,2023-02-07 15:14:27
341,hendersoncharles@example.org,Tonya Silva,2022-05-24 01:03:04,Female,Tonga,57,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-24 01:03:04,2023-01-09 14:12:52
342,shepherddavid@example.net,Joseph Gay,2022-05-22 15:52:46,Other,Norway,62,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-22 15:52:46,2023-04-06 07:53:39
343,huntjoseph@example.com,Daniel Ferrell,2022-05-17 00:52:16,Male,Mexico,41,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-17 00:52:16,2023-08-27 22:11:34
344,stephanieolsen@example.net,Dakota Zavala,2022-06-04 02:00:11,Other,Ireland,62,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-04 02:00:11,2023-04-18 00:05:11
345,hurleymichelle@example.org,Andrew Webb,2022-06-28 19:26:40,Other,Sri Lanka,57,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-28 19:26:40,2023-01-22 11:20:56
346,bradleyjustin@example.org,Erica Washington,2022-06-11 14:37:40,Male,Mongolia,33,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-11 14:37:40,2023-09-28 07:23:42
347,patriciajohnson@example.org,Brandon Fritz,2022-05-08 17:22:35,Male,Switzerland,48,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-08 17:22:35,2023-07-06 15:34:53
348,gary28@example.net,Shannon Brock,2022-05-10 21:10:04,Other,Pitcairn Islands,43,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-10 21:10:04,2023-11-19 14:26:47
349,david84@example.com,Jamie Chavez,2022-05-13 17:45:15,Male,Barbados,58,High School,Retired,"['Business', 'Health', 'Data Science']",organic,False,2022-05-13 17:45:15,2023-11-21 20:12:59
350,anthony76@example.org,Sherry Cordova,2022-05-10 05:43:27,Male,Georgia,54,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-10 05:43:27,2023-11-08 07:59:29
351,patriciasmith@example.net,Michele Cantrell,2022-05-13 19:51:16,Female,Slovakia (Slovak Republic),45,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-13 19:51:16,2023-03-24 00:45:15
352,jeremiah52@example.net,Nathan Evans,2022-06-10 04:47:04,Other,Faroe Islands,27,Other,Student,"['Arts', 'Business', 'Data Science']",email_campaign,True,2022-06-10 04:47:04,2023-10-31 17:11:26
353,lbowen@example.com,Jessica Burton,2022-06-11 08:28:49,Female,Colombia,57,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-11 08:28:49,2022-07-01 01:04:02
